"species","lat","lon"
"Myrcia_hatschbachii",-25.74853,"-49.04056"
"Myrcia_hartwegiana",-25.36667,"-49.08333"
"Myrcia_eugeniopsoides",-23.61667,"-52.11667"
"Myrcia_spectabilis",-25.46667,"-48.76667"
"Myrcia_hartwegiana",-25.90242,"-48.99375"
"Myrcia_hatschbachii",-25.77697,"-49.32738"
"Myrcia_pubipetala",-25.47436,"-48.83453"
"Myrcia_plusiantha",-24.99583,"-48.40917"
"Myrcia_hatschbachii",-25.4363,"-49.2197"
"Myrcia_spectabilis",-25.35166,"-48.87886"
"Myrcia_eugeniopsoides",-25.7994,"-48.55668"
"Myrcia_pubipetala",-25.7994,"-48.55668"
"Myrcia_brasiliensis",-25.5917,"-48.5558"
"Myrcia_brasiliensis",-25.4951,"-48.9805"
"Myrcia_eugeniopsoides",-24.00692,"-47.47291"
"Myrcia_eugeniopsoides",-24.09972,"-47.50972"
"Myrcia_ferruginosa",-22.48444,"-42.88528"
"Myrcia_brasiliensis",-25.6938271627071,"-48.4718107269013"
"Myrcia_pubipetala",-24.69901,"-47.55366"
"Myrcia_hebepetala",-20.52056,"-41.10056"
"Myrcia_spectabilis",-20.29139,"-40.51944"
"Myrcia_hebepetala",-25.43333,"-49.05"
"Myrcia_tenuivenosa",-25.49242,"-48.99415"
"Myrcia_tenuivenosa",-25.49242,"-48.99415"
"Myrcia_tijucensis",-23.36436,"-44.82489"
"Myrcia_neuwiedeana",-14.38056,"-39.03972"
"Myrcia_neuwiedeana",-14.38056,"-39.03972"
"Myrcia_neuwiedeana",-14.38056,"-39.03972"
"Myrcia_hebepetala",-14.4075,"-42.47278"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-10.5616189635452,"-36.9032003518624"
"Myrcia_excoriata",-10.59528,"-37.18361"
"Myrcia_decorticans",-11.41667,"-37.41667"
"Myrcia_decorticans",-11.51667,"-37.51667"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_excoriata",-11.25972,"-37.27278"
"Myrcia_excoriata",-11.25972,"-37.27278"
"Myrcia_decorticans",-11.48,"-37.76"
"Myrcia_decorticans",-11.28611,"-37.45583"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_decorticans",-11.27167,"-37.53139"
"Myrcia_decorticans",-10.44167,"-36.51222"
"Myrcia_tenuivenosa",-22.5,"-44.58333"
"Myrcia_tenuivenosa",-22.5,"-44.58333"
"Myrcia_tenuivenosa",-22.5,"-44.58333"
"Myrcia_hartwegiana",-25.5,"-49"
"Myrcia_hartwegiana",-25.66667,"-49"
"Myrcia_hatschbachii",-27.05467,"-49.51931"
"Myrcia_hartwegiana",-27.8333,"-50.5"
"Myrcia_hartwegiana",-27.39373,"-50.37632"
"Myrcia_hartwegiana",-22.75,"-45.5"
"Myrcia_hartwegiana",-25.5,"-49.16667"
"Myrcia_hatschbachii",-25.5,"-49.25"
"Myrcia_spectabilis",-22.93333,"-43.28333"
"Myrcia_vittoriana",-22.91667,"-42.81667"
"Myrcia_brasiliensis",-22.93333,"-43.25"
"Myrcia_spectabilis",-23.9064,"-46.15643"
"Myrcia_hexasticha",-25.19722,"-47.9925"
"Myrcia_hexasticha",-25.13361,"-47.96167"
"Myrcia_plusiantha",-25.1698,"-47.9677"
"Myrcia_eugeniopsoides",-25.15072,"-47.92817"
"Myrcia_laxiflora",-23.9255,"-46.4134"
"Myrcia_spectabilis",-23.9255,"-46.4134"
"Myrcia_hebepetala",-24.87944,"-47.85083"
"Myrcia_hebepetala",-24.87944,"-47.85083"
"Myrcia_flagellaris",-24.64639,"-48.39194"
"Myrcia_pubipetala",-23.22052,"-45.30899"
"Myrcia_brasiliensis",-23.3525,"-44.85278"
"Myrcia_spectabilis",-23.3525,"-44.85278"
"Myrcia_spectabilis",-23.3525,"-44.85278"
"Myrcia_pubipetala",-23.4398,"-45.0769"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.41235,"-45.11453"
"Myrcia_pubipetala",-23.4398,"-45.0769"
"Myrcia_spectabilis",-23.36339,"-44.94805"
"Myrcia_oblongata",-23.6261,"-46.7917"
"Myrcia_hebepetala",-24.79454,"-47.71865"
"Myrcia_spectabilis",-23.0259,"-47.1209"
"Myrcia_hartwegiana",-22.7394,"-45.5914"
"Myrcia_spectabilis",-22.3762,"-42.3827"
"Myrcia_hartwegiana",-23.76667,"-46.30556"
"Myrcia_vittoriana",-9.64048,"-35.7151"
"Myrcia_vittoriana",-9.245278,"-35.81278"
"Myrcia_spectabilis",-9.6,"-35.92167"
"Myrcia_decorticans",-9.601667,"-35.9225"
"Myrcia_decorticans",-9.23,"-35.53177"
"Myrcia_decorticans",-9.64048,"-35.7151"
"Myrcia_spectabilis",-20.8062,"-42.0131"
"Myrcia_pubipetala",-20.71667,"-42.41667"
"Myrcia_pubipetala",-20.71667,"-42.48333"
"Myrcia_brasiliensis",-20.7338,"-42.0284"
"Myrcia_hebepetala",-20.72178,"-42.46887"
"Myrcia_spectabilis",-20.8062,"-42.0131"
"Myrcia_excoriata",-20.8062,"-42.0131"
"Myrcia_spectabilis",-20.8062,"-42.0131"
"Myrcia_spectabilis",-20.8062,"-42.0131"
"Myrcia_plusiantha",-20.80833,"-42.02944"
"Myrcia_plusiantha",-20.8062,"-42.0131"
"Myrcia_pubipetala",-20.72006,"-42.47924"
"Myrcia_laxiflora",-20.76667,"-42.03333"
"Myrcia_excoriata",-20.76667,"-42.03333"
"Myrcia_spectabilis",-20.93167,"-42.10194"
"Myrcia_hartwegiana",-25.95004,"-49.21667"
"Myrcia_neoriedeliana",-26.92083,"-49.09167"
"Myrcia_oblongata",-26.84943,"-51.80577"
"Myrcia_hartwegiana",-26.29071,"-51.55855"
"Myrcia_hartwegiana",-26.1576,"-51.5511"
"Myrcia_hartwegiana",-26.1576,"-51.5511"
"Myrcia_oblongata",-27.0044,"-51.74135"
"Myrcia_hartwegiana",-26.87123,"-51.7915"
"Myrcia_hebepetala",-26.41667,"-51.6"
"Myrcia_pubipetala",-22.97279,"-43.24956"
"Myrcia_hatschbachii",-25.43805,"-49.21153"
"Myrcia_vittoriana",-19.16354,"-40.02098"
"Myrcia_oblongata",-29.11142,"-51.05156"
"Myrcia_tenuivenosa",-19.96694,"-40.53611"
"Myrcia_tenuivenosa",-19.90944,"-40.54278"
"Myrcia_pubipetala",-19.88892,"-40.5459"
"Myrcia_tenuivenosa",-19.91028,"-40.54111"
"Myrcia_decorticans",-12.56917,"-38.01611"
"Myrcia_decorticans",-12.56917,"-38.01611"
"Myrcia_anceps",-12.47472,"-41.36222"
"Myrcia_spectabilis",-22.44947,"-42.98826"
"Myrcia_tenuivenosa",-8.59334,"-35.1144"
"Myrcia_hartwegiana",-22.7,"-45.48333"
"Myrcia_hartwegiana",-22.7,"-45.48333"
"Myrcia_vittoriana",-19.15885,"-40.02308"
"Myrcia_neuwiedeana",-19.16354,"-40.02098"
"Myrcia_hebepetala",-22.43333,"-42.83333"
"Myrcia_pubipetala",-22.43333,"-42.83333"
"Myrcia_vittoriana",-22.43333,"-42.83333"
"Myrcia_ferruginosa",-22.43333,"-42.83333"
"Myrcia_vittoriana",-22.21537,"-41.60451"
"Myrcia_brasiliensis",-21.96667,"-41.96667"
"Myrcia_oblongata",-22.80693,"-42.10463"
"Myrcia_spectabilis",-22.3762,"-42.3827"
"Myrcia_pubipetala",-22.39637,"-42.51252"
"Myrcia_plusiantha",-22,"-42.05"
"Myrcia_spectabilis",-23.04976,"-44.68443"
"Myrcia_pubipetala",-22,"-42.05"
"Myrcia_pubipetala",-22.5,"-42.53333"
"Myrcia_spectabilis",-22.43333,"-42.83333"
"Myrcia_spectabilis",-22.43333,"-42.83333"
"Myrcia_anceps",-22.5,"-42.25"
"Myrcia_spectabilis",-25.505904,"-48.515228"
"Myrcia_spectabilis",-22.55285,"-42.27589"
"Myrcia_anceps",-22.5,"-42.25"
"Myrcia_pubipetala",-22.5,"-42.25"
"Myrcia_brasiliensis",-22.55285,"-42.27589"
"Myrcia_tenuivenosa",-22.55694,"-43.46861"
"Myrcia_laxiflora",-22.57083,"-43.46889"
"Myrcia_plusiantha",-22,"-42.05"
"Myrcia_brasiliensis",-22.55278,"-43.415"
"Myrcia_bicolor",-22.49083,"-43.29722"
"Myrcia_plusiantha",-22.56806,"-43.3975"
"Myrcia_pubipetala",-23.0667,"-43.9667"
"Myrcia_tijucensis",-14.678117,"-39.681094"
"Myrcia_decorticans",-12.17935,"-38.41161"
"Myrcia_ferruginosa",-22.43333,"-42.85"
"Myrcia_spectabilis",-22.55285,"-42.27589"
"Myrcia_decorticans",-12.04278,"-37.70778"
"Myrcia_laxiflora",-22.4258843852586,"-44.6222715024222"
"Myrcia_excoriata",-22.42657,"-44.61797"
"Myrcia_eugeniopsoides",-24.1101,"-47.5535"
"Myrcia_flagellaris",-24.1166,"-47.9832"
"Myrcia_flagellaris",-24.1166,"-47.9832"
"Myrcia_spectabilis",-24.1166,"-47.9832"
"Myrcia_tijucensis",-24.1166,"-47.9832"
"Myrcia_eugeniopsoides",-24.1166,"-47.9832"
"Myrcia_tenuivenosa",-24.1166,"-47.9832"
"Myrcia_flagellaris",-24.1166,"-47.9832"
"Myrcia_eugeniopsoides",-24.1166,"-47.9832"
"Myrcia_brasiliensis",-23.77677,"-45.97131"
"Myrcia_spectabilis",-25.23002,"-48.30228"
"Myrcia_spectabilis",-25.2862,"-48.16439"
"Myrcia_pubipetala",-25.26667,"-48.31667"
"Myrcia_hebepetala",-26.4075,"-52.35978"
"Myrcia_eugeniopsoides",-25.46667,"-48.81667"
"Myrcia_oblongata",-26.08112,"-53.05314"
"Myrcia_pubipetala",-24.82213,"-49.25363"
"Myrcia_hebepetala",-25.2115,"-49.1095"
"Myrcia_tijucensis",-25.33042,"-48.90019"
"Myrcia_pubipetala",-25.35085,"-48.88622"
"Myrcia_oblongata",-28.21667,"-51.51667"
"Myrcia_oblongata",-28.59851,"-50.9439"
"Myrcia_eugeniopsoides",-29.36994,"-49.84905"
"Myrcia_pubipetala",-29.35584,"-49.73461"
"Myrcia_obversa",-19.16667,"-39.96667"
"Myrcia_spectabilis",-24.345,"-47.00333"
"Myrcia_spectabilis",-22.51207,"-43.0045"
"Myrcia_spectabilis",-8.533506,"-35.3865"
"Myrcia_excoriata",-8.714444,"-35.095"
"Myrcia_neodimorpha",-19.15885,"-40.02308"
"Myrcia_excoriata",-22.95402,"-43.20197"
"Myrcia_excoriata",-20.06192,"-40.64342"
"Myrcia_spectabilis",-26.08285,"-48.64049"
"Myrcia_obversa",-15.39583,"-39.56611"
"Myrcia_tenuivenosa",-22.4475,"-44.61306"
"Myrcia_tenuivenosa",-22.4475,"-44.61306"
"Myrcia_spectabilis",-22.96231,"-43.24603"
"Myrcia_excoriata",-22.42657,"-44.61797"
"Myrcia_anceps",-22.48534,"-41.89493"
"Myrcia_insigniflora",-23.3636,"-44.8835"
"Myrcia_brasiliensis",-23.34932,"-44.93889"
"Myrcia_hartwegiana",-23.63553,"-46.69237"
"Myrcia_hartwegiana",-22.75,"-44.75"
"Myrcia_excoriata",-19.70444,"-42.51639"
"Myrcia_excoriata",-19.68444,"-42.52"
"Myrcia_plusiantha",-20.00135,"-40.90111"
"Myrcia_excoriata",-16.07006,"-40.83306"
"Myrcia_spectabilis",-23.82417,"-46.94167"
"Myrcia_vittoriana",-22.48333,"-43"
"Myrcia_flagellaris",-23.82417,"-46.94167"
"Myrcia_vittoriana",-19.16583,"-40.01944"
"Myrcia_neuwiedeana",-19.21264,"-39.96461"
"Myrcia_brasiliensis",-19.13139,"-40.085"
"Myrcia_oblongata",-28.31667,"-52.18444"
"Myrcia_hartwegiana",-28.73776,"-51.61066"
"Myrcia_hatschbachii",-25.38845,"-49.24366"
"Myrcia_hartwegiana",-28.73776,"-51.61066"
"Myrcia_hartwegiana",-28.73776,"-51.61066"
"Myrcia_hatschbachii",-28.73776,"-51.61066"
"Myrcia_oblongata",-28.73776,"-51.61066"
"Myrcia_hatschbachii",-28.73776,"-51.61066"
"Myrcia_anceps",-21.39861,"-42.94934"
"Myrcia_excoriata",-21.39861,"-42.94934"
"Myrcia_neoregeliana",-15.155,"-39.09722"
"Myrcia_sucrei",-15.155,"-39.09722"
"Myrcia_vittoriana",-18.42056,"-39.71917"
"Myrcia_spectabilis",-19.83333,"-41.83333"
"Myrcia_laxiflora",-14.70583,"-39.60333"
"Myrcia_sucrei",-15.18944,"-39.38528"
"Myrcia_neoregeliana",-15.39306,"-39.56472"
"Myrcia_plusiantha",-14.70058,"-39.60033"
"Myrcia_obversa",-14.7058,"-39.6033"
"Myrcia_neoregeliana",-15.39167,"-39.56528"
"Myrcia_spectabilis",-8.990917,"-36.12325"
"Myrcia_excoriata",-19.93139,"-40.6075"
"Myrcia_bicolor",-19.8891,"-40.54596"
"Myrcia_hebepetala",-24.79454,"-47.71865"
"Myrcia_hebepetala",-24.79462,"-47.71959"
"Myrcia_hexasticha",-25.2978,"-48.3208"
"Myrcia_excoriata",-19.39578,"-43.32683"
"Myrcia_spectabilis",-22.41047,"-42.41047"
"Myrcia_hebepetala",-24.79462,"-47.71959"
"Myrcia_hatschbachii",-29.06999,"-49.99433"
"Myrcia_oblongata",-28.50759,"-50.92758"
"Myrcia_hebepetala",-22.01677,"-46.62834"
"Myrcia_hartwegiana",-27.8,"-50.31667"
"Myrcia_hatschbachii",-27.48442,"-50.37797"
"Myrcia_pubipetala",-22.45531,"-42.99739"
"Myrcia_eugeniopsoides",-26.17383,"-48.61231"
"Myrcia_pubipetala",-22.68002,"-42.66002"
"Myrcia_spectabilis",-22.14002,"-43.47002"
"Myrcia_riodocensis",-19.22039,"-40.77677"
"Myrcia_riodocensis",-19.22039,"-40.77677"
"Myrcia_excoriata",-20.51697,"-41.08891"
"Myrcia_micropetala",-14.33472,"-39.04278"
"Myrcia_spectabilis",-13.59889,"-39.71917"
"Myrcia_laxiflora",-13.90038,"-39.45999"
"Myrcia_brasiliensis",-25.335,"-48.90222"
"Myrcia_hartwegiana",-25.31667,"-49.91667"
"Myrcia_tenuivenosa",-25.16667,"-49.11667"
"Myrcia_pubipetala",-25.20659,"-49.11413"
"Myrcia_excoriata",-25.19624,"-49.10889"
"Myrcia_pubipetala",-25.16667,"-49.11667"
"Myrcia_hartwegiana",-25.88667,"-48.96806"
"Myrcia_brasiliensis",-25.33333,"-48.9"
"Myrcia_eugeniopsoides",-25.9585355564568,"-48.6056902767349"
"Myrcia_hexasticha",-25.7925,"-48.55861"
"Myrcia_spectabilis",-22.37028,"-42.36889"
"Myrcia_bicolor",-22.40686,"-42.41867"
"Myrcia_spectabilis",-22.3484,"-42.3259"
"Myrcia_laxiflora",-22.20722,"-42.09333"
"Myrcia_excoriata",-21.43167,"-42.955"
"Myrcia_anceps",-21.43167,"-42.955"
"Myrcia_hartwegiana",-21.7,"-43.88333"
"Myrcia_hartwegiana",-21.7,"-43.88333"
"Myrcia_hebepetala",-23.24056,"-45.02639"
"Myrcia_pubipetala",-23.0731,"-44.95756"
"Myrcia_hartwegiana",-23.2,"-45.01611"
"Myrcia_hartwegiana",-22.91667,"-44.75"
"Myrcia_pubipetala",-22.45861,"-43.00722"
"Myrcia_spectabilis",-22.45,"-42.98333"
"Myrcia_eugeniopsoides",-25.13333,"-47.96667"
"Myrcia_ferruginosa",-20.76028,"-42.05667"
"Myrcia_hebepetala",-25.13358,"-47.96169"
"Myrcia_hebepetala",-25.13358,"-47.96169"
"Myrcia_costeira",-25.19338,"-47.98376"
"Myrcia_laxiflora",-20.53833,"-42.14361"
"Myrcia_laxiflora",-20.53833,"-42.14361"
"Myrcia_pubipetala",-20.72006,"-42.47924"
"Myrcia_costeira",-25.13333,"-47.96667"
"Myrcia_spectabilis",-25.13358,"-47.96169"
"Myrcia_eugeniopsoides",-24.06667,"-47.96667"
"Myrcia_vittoriana",-19.15222,"-40.07139"
"Myrcia_flagellaris",-24.1367,"-47.9608"
"Myrcia_sucrei",-19.15222,"-40.07139"
"Myrcia_pubipetala",-24.25,"-48.76667"
"Myrcia_tenuivenosa",-24.25,"-48.76667"
"Myrcia_neuwiedeana",-19.15222,"-39.91667"
"Myrcia_vittoriana",-19.15056,"-40.065"
"Myrcia_plusiantha",-19.15222,"-39.91667"
"Myrcia_vittoriana",-19.11667,"-39.88833"
"Myrcia_vittoriana",-19.13333,"-39.89889"
"Myrcia_brasiliensis",-19.11667,"-39.88333"
"Myrcia_decorticans",-7.824167,"-34.94778"
"Myrcia_decorticans",-7.824167,"-34.94778"
"Myrcia_brasiliensis",-22.54179,"-42.2847"
"Myrcia_spectabilis",-22.55285,"-42.27589"
"Myrcia_anceps",-22.5,"-42.25"
"Myrcia_anceps",-22.5,"-42.25"
"Myrcia_hatschbachii",-27.28286,"-50.5821"
"Myrcia_hartwegiana",-23.58806,"-46.60404"
"Myrcia_hebepetala",-22.7394,"-45.5914"
"Myrcia_oblongata",-23.3078,"-51.1689"
"Myrcia_hatschbachii",-27.78493,"-49.36607"
"Myrcia_oblongata",-27.6096,"-51.0254"
"Myrcia_oblongata",-27.93822,"-50.51069"
"Myrcia_hartwegiana",-27.85811,"-50.14819"
"Myrcia_hartwegiana",-27.81757,"-50.27741"
"Myrcia_hartwegiana",-27.78493,"-49.36607"
"Myrcia_hatschbachii",-27.49278,"-50.80806"
"Myrcia_hatschbachii",-27.49278,"-50.80806"
"Myrcia_hatschbachii",-27.49278,"-50.80806"
"Myrcia_ferruginosa",-26.56524,"-48.71109"
"Myrcia_vittoriana",-19.3594,"-41.3801"
"Myrcia_ferruginosa",-19.619,"-43.227"
"Myrcia_hartwegiana",-25.24559,"-48.82855"
"Myrcia_hartwegiana",-25.39611,"-48.93278"
"Myrcia_hartwegiana",-23.43333,"-47.6"
"Myrcia_hatschbachii",-25.73991,"-49.76747"
"Myrcia_pubipetala",-26.92417,"-48.64148"
"Myrcia_decorticans",-12.59944,"-38.86222"
"Myrcia_micropetala",-14.78895,"-39.04647"
"Myrcia_flagellaris",-26.96446,"-48.74815"
"Myrcia_ferruginosa",-22.4,"-43.15"
"Myrcia_decorticans",-9.214444,"-35.50222"
"Myrcia_hartwegiana",-27.26306,"-49.02639"
"Myrcia_neoriedeliana",-26.92139,"-49.07333"
"Myrcia_ferruginosa",-27.10139,"-49.13611"
"Myrcia_hartwegiana",-20.38333,"-43.5"
"Myrcia_excoriata",-13.94472,"-40.10942"
"Myrcia_spectabilis",-13.94483,"-40.10942"
"Myrcia_anceps",-14.83472,"-40.83472"
"Myrcia_hebepetala",-21.14161,"-44.91248"
"Myrcia_hebepetala",-21.24528,"-44.99944"
"Myrcia_hebepetala",-21.24528,"-44.99944"
"Myrcia_hebepetala",-21.24528,"-44.99944"
"Myrcia_oblongata",-28.86806,"-50.94139"
"Myrcia_spectabilis",-23.0055866043795,"-43.391714143569"
"Myrcia_spectabilis",-23.0055866043795,"-43.391714143569"
"Myrcia_hebepetala",-23.00559,"-43.39171"
"Myrcia_hartwegiana",-20.3884,"-43.5045"
"Myrcia_pubipetala",-29.33448,"-49.98106"
"Myrcia_obversa",-20.12306,"-40.54639"
"Myrcia_ferruginosa",-20.09389,"-40.43167"
"Myrcia_ferruginosa",-20.09389,"-40.43167"
"Myrcia_eumecephylla",-18.90333,"-40.73556"
"Myrcia_plusiantha",-18.87139,"-40.81278"
"Myrcia_anceps",-20.12917,"-40.55417"
"Myrcia_riodocensis",-19.34806,"-40.55861"
"Myrcia_excoriata",-19.34806,"-40.55083"
"Myrcia_neoriedeliana",-19.34806,"-40.55083"
"Myrcia_laxiflora",-23.63911,"-46.62613"
"Myrcia_pubipetala",-24.69901,"-47.55366"
"Myrcia_spectabilis",-24.380456,"-47.07882"
"Myrcia_spectabilis",-24.380456,"-47.07882"
"Myrcia_tijucensis",-24.380456,"-47.07882"
"Myrcia_tijucensis",-24.380456,"-47.07882"
"Myrcia_brasiliensis",-24.38048,"-47.07884"
"Myrcia_pubipetala",-24.69901,"-47.55366"
"Myrcia_pubipetala",-24.52628,"-47.25424"
"Myrcia_spectabilis",-24.380456,"-47.07882"
"Myrcia_pubipetala",-24.55,"-47.25"
"Myrcia_spectabilis",-22.92667,"-43.91185"
"Myrcia_spectabilis",-23.15309,"-44.22819"
"Myrcia_laxiflora",-23.15309,"-44.22819"
"Myrcia_eugeniopsoides",-29.31694,"-49.93028"
"Myrcia_brasiliensis",-29.31694,"-49.93028"
"Myrcia_eugeniopsoides",-29.31694,"-49.93028"
"Myrcia_excoriata",-29.31694,"-49.93028"
"Myrcia_eugeniopsoides",-29.31694,"-49.93028"
"Myrcia_spectabilis",-22.26667,"-42.53333"
"Myrcia_hartwegiana",-21.69723,"-43.88405"
"Myrcia_neodimorpha",-20.68687,"-41.51426"
"Myrcia_neodimorpha",-20.68687,"-41.51426"
"Myrcia_oblongata",-29.06789,"-50.97525"
"Myrcia_oblongata",-27.45293,"-53.11472"
"Myrcia_oblongata",-28.31667,"-52.18444"
"Myrcia_oblongata",-28.31667,"-52.18444"
"Myrcia_spectabilis",-23.33033,"-45.94528"
"Myrcia_tijucensis",-23.19492,"-45.563"
"Myrcia_spectabilis",-23.33033,"-45.94528"
"Myrcia_tijucensis",-23.33033,"-45.94528"
"Myrcia_pubipetala",-23.22052,"-45.30899"
"Myrcia_brasiliensis",-23.33033,"-45.94528"
"Myrcia_spectabilis",-23.5333,"-46.3333"
"Myrcia_spectabilis",-23.53333,"-46.33333"
"Myrcia_spectabilis",-25.57944,"-48.91861"
"Myrcia_eugeniopsoides",-26.12684,"-48.62468"
"Myrcia_eugeniopsoides",-25.81667,"-48.8"
"Myrcia_spectabilis",-25.58756,"-48.82686"
"Myrcia_eugeniopsoides",-25.52083,"-48.57361"
"Myrcia_hebepetala",-25.52083,"-48.57361"
"Myrcia_hebepetala",-20.27694,"-43.33"
"Myrcia_laxiflora",-22.5597,"-43.18518"
"Myrcia_vittoriana",-23.0055866043795,"-43.391714143569"
"Myrcia_decorticans",-12.04278,"-37.70778"
"Myrcia_pubipetala",-22.48812,"-43.06692"
"Myrcia_spectabilis",-23.07309,"-44.69669"
"Myrcia_insigniflora",-23.22178,"-44.73362"
"Myrcia_spectabilis",-23.31254,"-44.68152"
"Myrcia_hebepetala",-23.6505,"-46.6251"
"Myrcia_excoriata",-23.29128,"-44.70139"
"Myrcia_spectabilis",-23.29128,"-44.70139"
"Myrcia_tenuivenosa",-24.1367,"-47.9608"
"Myrcia_spectabilis",-22.97326,"-43.24946"
"Myrcia_spectabilis",-23.33824,"-44.62646"
"Myrcia_excoriata",-23.29128,"-44.70139"
"Myrcia_spectabilis",-23.28639,"-44.78472"
"Myrcia_spectabilis",-23.31254,"-44.68152"
"Myrcia_pubipetala",-22.97326,"-43.24946"
"Myrcia_anceps",-21.91608,"-41.91115"
"Myrcia_spectabilis",-22.98951,"-44.10575"
"Myrcia_spectabilis",-22.45452,"-42.97701"
"Myrcia_insigniflora",-23.33056,"-44.63944"
"Myrcia_pubipetala",-22.97326,"-43.24946"
"Myrcia_excoriata",-22.95194,"-43.21194"
"Myrcia_hebepetala",-22.43333,"-42.83333"
"Myrcia_spectabilis",-22.48841,"-42.91345"
"Myrcia_ferruginosa",-22.48841,"-42.91345"
"Myrcia_plusiantha",-20.47179,"-40.91755"
"Myrcia_excoriata",-19.00766,"-40.11657"
"Myrcia_oblongata",-27.795269,"-55.063839"
"Myrcia_spectabilis",-26.840133,"-48.647267"
"Myrcia_pubipetala",-22.3762,"-42.3827"
"Myrcia_bicolor",-22.2819,"-42.5311"
"Myrcia_hartwegiana",-21.88505,"-41.92005"
"Myrcia_hartwegiana",-21.88505,"-41.92005"
"Myrcia_hartwegiana",-21.88505,"-41.92005"
"Myrcia_hartwegiana",-21.88505,"-41.92005"
"Myrcia_hartwegiana",-17.89167,"-43.80639"
"Myrcia_anceps",-22.55285,"-42.27589"
"Myrcia_tenuivenosa",-22.4475,"-44.61306"
"Myrcia_pubipetala",-22.71106,"-44.40972"
"Myrcia_oblongata",-27.296747,"-55.535117"
"Myrcia_brasiliensis",-22.55285,"-42.27589"
"Myrcia_pubipetala",-22.44806,"-43.00167"
"Myrcia_pubipetala",-22.08333,"-43.26667"
"Myrcia_eumecephylla",-18.45721,"-39.74992"
"Myrcia_pubipetala",-22.71106,"-44.40972"
"Myrcia_tijucensis",-22.65,"-43.03333"
"Myrcia_hebepetala",-15.17695,"-39.10553"
"Myrcia_hebepetala",-15.17695,"-39.10553"
"Myrcia_tetraphylla",-15.18333,"-39.15"
"Myrcia_bicolor",-14.49972,"-39.115"
"Myrcia_pubipetala",-22.97279,"-43.24956"
"Myrcia_spectabilis",-23.8475,"-46.41583"
"Myrcia_plusiantha",-23.07,"-44.96"
"Myrcia_neodimorpha",-23.06667,"-44.96667"
"Myrcia_brasiliensis",-22.97326,"-43.24946"
"Myrcia_spectabilis",-22.93333,"-43.28333"
"Myrcia_decorticans",-12.77761,"-38.77185"
"Myrcia_eugeniopsoides",-24.18461,"-46.80316"
"Myrcia_obversa",-18.76583,"-39.7525"
"Myrcia_oblongata",-29.55119,"-53.81016"
"Myrcia_pubipetala",-23.84857,"-46.13959"
"Myrcia_excoriata",-23.75881,"-45.95042"
"Myrcia_pubipetala",-23.79517,"-45.99814"
"Myrcia_anceps",-22.28127,"-41.67664"
"Myrcia_pubipetala",-22.965681,"-43.240156"
"Myrcia_hebepetala",-23.03333,"-45.55"
"Myrcia_pubipetala",-25.12856,"-47.93642"
"Myrcia_costeira",-25.14833,"-48.01389"
"Myrcia_laxiflora",-24.27694,"-47.46278"
"Myrcia_hebepetala",-23.22917,"-45.015"
"Myrcia_neoregeliana",-23.27722,"-45.03278"
"Myrcia_neoregeliana",-23.25111,"-45.02083"
"Myrcia_pubipetala",-25.29353,"-48.31558"
"Myrcia_excoriata",-25.29353,"-48.31558"
"Myrcia_hebepetala",-25.32172,"-49.15966"
"Myrcia_decorticans",-11.22667,"-37.25333"
"Myrcia_vittoriana",-17.79972,"-39.38944"
"Myrcia_brasiliensis",-15.33278,"-38.99389"
"Myrcia_decorticans",-12.22278,"-37.78611"
"Myrcia_obversa",-15.33889,"-39.00278"
"Myrcia_vittoriana",-15.33306,"-39.00333"
"Myrcia_vittoriana",-15.34,"-39.00778"
"Myrcia_neoregeliana",-13.09611,"-38.785"
"Myrcia_neuwiedeana",-13.70417,"-39.01722"
"Myrcia_neuwiedeana",-17.74444,"-39.30861"
"Myrcia_vittoriana",-13.67361,"-39.15389"
"Myrcia_vittoriana",-20.46222,"-40.34333"
"Myrcia_neuwiedeana",-20.46222,"-40.34333"
"Myrcia_neuwiedeana",-17.18333,"-39.33333"
"Myrcia_excoriata",-10.53306,"-37.19194"
"Myrcia_decorticans",-10.59528,"-37.18361"
"Myrcia_decorticans",-11.2,"-37.23333"
"Myrcia_decorticans",-10.59528,"-37.18361"
"Myrcia_hartwegiana",-21.97333,"-43.8875"
"Myrcia_neoriedeliana",-23.34722,"-44.81111"
"Myrcia_spectabilis",-22.400944,"-42.50375"
"Myrcia_pubipetala",-22.39637,"-42.51252"
"Myrcia_insigniflora",-23.43,"-45.07"
"Myrcia_eumecephylla",-19.93333,"-40.46667"
"Myrcia_neoregeliana",-19.18306,"-39.98306"
"Myrcia_neuwiedeana",-19.15885,"-40.02308"
"Myrcia_obversa",-19.16667,"-39.96667"
"Myrcia_neoregeliana",-19.15885,"-40.02308"
"Myrcia_neoregeliana",-19.15885,"-40.02308"
"Myrcia_sucrei",-19.15885,"-40.02308"
